paper_title,arxiv_id,submitted_date,method,method_variant,method_family,backbone_family,backbone_size,latent_or_pixel,encoder_or_tokenizer,epochs,params_m,dataset,resolution,class_conditional,guidance,fid_type,fid,inception_score,precision,recall,nfe_or_steps,training_type,source_url,source_table,notes,tldr
Distilling Drifting Transformers with Representation Autoencoders,2606.15553,2026-06-14,Drift-RAE,"DiTDH-XL, one-step drifting distillation",latent_diffusion_rae,DiT-DH,XL,rae_latent,RAE,16,839,ImageNet-1k,256x256,yes,reported_guidance,FID,1.77,,0.78,0.63,1,distillation,https://arxiv.org/abs/2606.15553,Table 4,"Table 4 reports ImageNet 256x256 one-step Drift-RAE using DiTDH-XL; paper states 10k distillation steps, about 16 epochs.",Drift-RAE reports 1-step ImageNet-256 FID 1.77 in RAE latent space.
IDEAL: In-DEpth ALignment Makes A Discrete Representation AutoEncoder,2606.11096,2026-06-09,Ideal-B,"AR tokenizer, CFG 1.75",autoregressive,Transformer,B,discrete_token,Ideal tokenizer,300,111,ImageNet-1k,256x256,yes,classifier_free,gFID,3.38,219.8,0.84,0.51,,from_scratch,https://arxiv.org/abs/2606.11096,Table 5,Non-diffusion comparable AR/tokenizer row; images generated at 384 and resized to 256 for evaluation.,IDEAL-B improves AR ImageNet-256 generation with discrete VFM-aligned tokens.
IDEAL: In-DEpth ALignment Makes A Discrete Representation AutoEncoder,2606.11096,2026-06-09,Ideal-L,"AR tokenizer, CFG 1.25",autoregressive,Transformer,L,discrete_token,Ideal tokenizer,300,343,ImageNet-1k,256x256,yes,classifier_free,gFID,2.26,219.71,0.81,0.58,,from_scratch,https://arxiv.org/abs/2606.11096,Table 5,Non-diffusion comparable AR/tokenizer row; images generated at 384 and resized to 256 for evaluation.,IDEAL-L scales the VFM-aligned AR tokenizer to stronger ImageNet-256 gFID.
IDEAL: In-DEpth ALignment Makes A Discrete Representation AutoEncoder,2606.11096,2026-06-09,Ideal-XXL,"AR tokenizer, CFG 1.25",autoregressive,Transformer,XXL,discrete_token,Ideal tokenizer,200,1400,ImageNet-1k,256x256,yes,classifier_free,gFID,1.95,260.2,0.83,0.59,,from_scratch,https://arxiv.org/abs/2606.11096,Table 5,Non-diffusion comparable AR/tokenizer row; images generated at 384 and resized to 256 for evaluation.,IDEAL-XXL reaches sub-2 gFID as an autoregressive ImageNet-256 baseline.
IDEAL: In-DEpth ALignment Makes A Discrete Representation AutoEncoder,2606.11096,2026-06-09,Ideal-3B,"AR tokenizer, CFG 1.25",autoregressive,Transformer,unknown,discrete_token,Ideal tokenizer,200,3100,ImageNet-1k,256x256,yes,classifier_free,gFID,1.89,270.8,0.83,0.59,,from_scratch,https://arxiv.org/abs/2606.11096,Table 5,Non-diffusion comparable AR/tokenizer row; images generated at 384 and resized to 256 for evaluation.,Ideal-3B reports a leading AR ImageNet-256 gFID of 1.89.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"unguided, 70K iterations",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,70K iterations,675,ImageNet-1k,256x256,yes,none,FID,6.89,,,,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 1,Learned asynchronous denoising schedule; unguided convergence row with dopri5 ODE integration.,Learned denoising schedules improve SFD-style ImageNet-256 convergence.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"unguided, 120K iterations",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,120K iterations,675,ImageNet-1k,256x256,yes,none,FID,4.93,,,,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 1,Learned asynchronous denoising schedule; unguided convergence row with dopri5 ODE integration.,Learned denoising schedules improve SFD-style ImageNet-256 convergence.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"unguided, 400K iterations",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,400K iterations,675,ImageNet-1k,256x256,yes,none,FID,2.87,,,,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 1,Learned asynchronous denoising schedule; unguided convergence row with dopri5 ODE integration.,Learned denoising schedules improve SFD-style ImageNet-256 convergence.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"unguided, 800K iterations",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,800K iterations,675,ImageNet-1k,256x256,yes,none,FID,2.53,,,,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 1,Learned asynchronous denoising schedule; unguided convergence row with dopri5 ODE integration.,Learned denoising schedules improve SFD-style ImageNet-256 convergence.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"unguided, 1M iterations",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,1M iterations,675,ImageNet-1k,256x256,yes,none,FID,2.37,,,,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 1,Learned asynchronous denoising schedule; unguided convergence row with dopri5 ODE integration.,Learned denoising schedules improve SFD-style ImageNet-256 convergence.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"unguided, 2M iterations",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,2M iterations,675,ImageNet-1k,256x256,yes,none,FID,2.21,,,,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 1,Learned asynchronous denoising schedule; unguided convergence row with dopri5 ODE integration.,Learned denoising schedules improve SFD-style ImageNet-256 convergence.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"unguided, 3M iterations",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,3M iterations,675,ImageNet-1k,256x256,yes,none,FID,2.14,,,,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 1,Learned asynchronous denoising schedule; unguided convergence row with dopri5 ODE integration.,Learned denoising schedules improve SFD-style ImageNet-256 convergence.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"AutoGuidance, 80 epochs",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,80,675,ImageNet-1k,256x256,yes,autoguidance,FID,1.14,248.4,0.78,0.71,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 2,AutoGuidance uses the SFD-XL weak model setup; sFID=4.00.,Learned asynchronous schedules transfer to strong guided ImageNet-256 FID.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"AutoGuidance, 200 epochs",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,200,675,ImageNet-1k,256x256,yes,autoguidance,FID,1.05,273.0,0.78,0.72,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 2,AutoGuidance uses the SFD-XL weak model setup; sFID=3.75.,Learned asynchronous schedules transfer to strong guided ImageNet-256 FID.
Learning When to Denoise: Optimizing Asynchronous Schedules for Latent Diffusion,2606.19662,2026-06-18,LWD-XL,"AutoGuidance, 600 epochs",flow_matching,LightningDiT,XL,other_latent,SD-VAE + SemVAE,600,675,ImageNet-1k,256x256,yes,autoguidance,FID,1.02,270.8,0.78,0.66,250,from_scratch,https://arxiv.org/abs/2606.19662,Table 2,AutoGuidance uses the SFD-XL weak model setup; sFID=3.79.,Learned asynchronous schedules transfer to strong guided ImageNet-256 FID.
CrossFlow: One-Step Generation Across Latent and Pixel Spaces,2606.19970,2026-06-18,CrossFlow-B,1-NFE latent-to-pixel,flow_matching,ViT,B,latent_to_pixel,VA-VAE encoder,160,95,ImageNet-1k,256x256,yes,none,FID,2.54,,,,1,from_scratch,https://arxiv.org/abs/2606.19970,Table 1 / Section 4.1,One function evaluation; generator maps latent noise directly to pixels without a separate decoder at inference.,CrossFlow gives one-step ImageNet-256 latent-to-pixel generation.
CrossFlow: One-Step Generation Across Latent and Pixel Spaces,2606.19970,2026-06-18,CrossFlow-L,1-NFE latent-to-pixel,flow_matching,ViT,L,latent_to_pixel,VA-VAE encoder,160,315,ImageNet-1k,256x256,yes,none,FID,1.69,,,,1,from_scratch,https://arxiv.org/abs/2606.19970,Table 1 / Section 4.1,One function evaluation; generator maps latent noise directly to pixels without a separate decoder at inference.,CrossFlow gives one-step ImageNet-256 latent-to-pixel generation.
CrossFlow: One-Step Generation Across Latent and Pixel Spaces,2606.19970,2026-06-18,CrossFlow-XL,1-NFE latent-to-pixel,flow_matching,ViT,XL,latent_to_pixel,VA-VAE encoder,160,461,ImageNet-1k,256x256,yes,none,FID,1.62,,,,1,from_scratch,https://arxiv.org/abs/2606.19970,Table 1 / Section 4.1,One function evaluation; generator maps latent noise directly to pixels without a separate decoder at inference.,CrossFlow gives one-step ImageNet-256 latent-to-pixel generation.
Variable-Length Tokenization via Learnable Global Merging for Diffusion Transformers,2606.20076,2026-06-18,LGM VLT,"#tokens=32, 25 sampling steps",latent_diffusion_vae,LightningDiT,XL,other_latent,Learnable Global Merging tokenizer,unknown,675,ImageNet-1k,256x256,yes,classifier_free,gFID,2.89,,,,25,from_scratch,https://arxiv.org/abs/2606.20076,Table 2,Variable-length tokenization pipeline; tokenizer params are 176M and generator params are 675M.,Learnable global merging improves ImageNet-256 gFID/compute tradeoffs for diffusion transformers.
Variable-Length Tokenization via Learnable Global Merging for Diffusion Transformers,2606.20076,2026-06-18,LGM VLT,"#tokens=128, 25 sampling steps",latent_diffusion_vae,LightningDiT,XL,other_latent,Learnable Global Merging tokenizer,unknown,675,ImageNet-1k,256x256,yes,classifier_free,gFID,2.03,,,,25,from_scratch,https://arxiv.org/abs/2606.20076,Table 2,Variable-length tokenization pipeline; tokenizer params are 176M and generator params are 675M.,Learnable global merging improves ImageNet-256 gFID/compute tradeoffs for diffusion transformers.
Variable-Length Tokenization via Learnable Global Merging for Diffusion Transformers,2606.20076,2026-06-18,LGM VLT,"#tokens=32, 100 sampling steps",latent_diffusion_vae,LightningDiT,XL,other_latent,Learnable Global Merging tokenizer,unknown,675,ImageNet-1k,256x256,yes,classifier_free,gFID,2.54,,,,100,from_scratch,https://arxiv.org/abs/2606.20076,Table 2,Variable-length tokenization pipeline; tokenizer params are 176M and generator params are 675M.,Learnable global merging improves ImageNet-256 gFID/compute tradeoffs for diffusion transformers.
Variable-Length Tokenization via Learnable Global Merging for Diffusion Transformers,2606.20076,2026-06-18,LGM VLT,"#tokens=128, 100 sampling steps",latent_diffusion_vae,LightningDiT,XL,other_latent,Learnable Global Merging tokenizer,unknown,675,ImageNet-1k,256x256,yes,classifier_free,gFID,1.86,,,,100,from_scratch,https://arxiv.org/abs/2606.20076,Table 2,Variable-length tokenization pipeline; tokenizer params are 176M and generator params are 675M.,Learnable global merging improves ImageNet-256 gFID/compute tradeoffs for diffusion transformers.
PixelU: A U-Shaped Transformer for Efficient End-to-End Pixel Diffusion,2606.27760,2026-06-26,PixelU-B/16,"U-shaped pixel DiT, CFG",pixel_diffusion,DiT,B,pixel,none,unknown,163.7,ImageNet-1k,256x256,yes,classifier_free,FID,3.40,276.01,,,50,from_scratch,https://arxiv.org/abs/2606.27760,Table 2 / Table 3 / Section 4.1,50 Heun sampling steps with CFG; Table 3 compares against JiT at ImageNet 256x256.,PixelU improves pixel-space diffusion with a simple U-shaped transformer.
PixelU: A U-Shaped Transformer for Efficient End-to-End Pixel Diffusion,2606.27760,2026-06-26,PixelU-L/16,"U-shaped pixel DiT, CFG",pixel_diffusion,DiT,L,pixel,none,unknown,522.8,ImageNet-1k,256x256,yes,classifier_free,FID,2.17,295.88,,,50,from_scratch,https://arxiv.org/abs/2606.27760,Table 2 / Table 3 / Section 4.1,50 Heun sampling steps with CFG; Table 3 compares against JiT at ImageNet 256x256.,PixelU scales the U-shaped pixel diffusion transformer to lower ImageNet-256 FID.
PixelU: A U-Shaped Transformer for Efficient End-to-End Pixel Diffusion,2606.27760,2026-06-26,PixelU-H/16,"U-shaped pixel DiT, CFG",pixel_diffusion,DiT,XL,pixel,none,600,1168.3,ImageNet-1k,256x256,yes,classifier_free,FID,1.63,305.88,,,50,from_scratch,https://arxiv.org/abs/2606.27760,Table 2 / Table 3 / Section 4.1,50 Heun sampling steps with CFG; authors state PixelU-H/16 reaches 1.63 FID after 600 epochs.,PixelU-H/16 reaches 1.63 ImageNet-256 FID in pixel space.
MIMFlow: Integrating Masked Image Modeling with Normalizing Flows for End-to-End Image Generation,2606.26016,2026-06-24,MIMFlow-L,"128-token masked latent, no guidance",normalizing_flow,Transformer,L,other_latent,MIMFlow VAE encoder,90+2,482,ImageNet-1k,256x256,yes,none,gFID,3.64,158.6,0.78,0.60,,from_scratch,https://arxiv.org/abs/2606.26016,Table 3,Class-conditioned ImageNet 256x256; 50K samples; no guidance column.,MIMFlow improves latent normalizing-flow generation with masked semantic latents.
MIMFlow: Integrating Masked Image Modeling with Normalizing Flows for End-to-End Image Generation,2606.26016,2026-06-24,MIMFlow-L,"128-token masked latent, CFG=2.0",normalizing_flow,Transformer,L,other_latent,MIMFlow VAE encoder,90+2,482,ImageNet-1k,256x256,yes,classifier_free,gFID,2.50,233.5,0.82,0.57,,from_scratch,https://arxiv.org/abs/2606.26016,Table 3 / Figure 3,Class-conditioned ImageNet 256x256; Figure 3 states classifier-free guidance equal to 2.0.,MIMFlow-L reports 2.50 guided ImageNet-256 gFID using only 128 latent tokens.
Exposure Bias Can Alleviate Itself via Directional and Frequency Rectification in Flow Matching,2606.28226,2026-06-26,DEFAR,"SiT-B/4, 250k iterations",flow_matching,SiT,B,vae_latent,VAE-ft-EMA,250k iterations,131,ImageNet-1k,256x256,yes,none,FID,60.40,26.21,0.375,0.586,50,from_scratch,https://arxiv.org/abs/2606.28226,Table 1,Table reports without/with CFG; this row is the without-CFG value for 250k iterations.,DEFAR reduces flow-matching exposure bias through directional/frequency rectification.
Exposure Bias Can Alleviate Itself via Directional and Frequency Rectification in Flow Matching,2606.28226,2026-06-26,DEFAR,"SiT-B/4, 250k iterations",flow_matching,SiT,B,vae_latent,VAE-ft-EMA,250k iterations,131,ImageNet-1k,256x256,yes,classifier_free,FID,29.81,58.81,0.531,0.532,50,from_scratch,https://arxiv.org/abs/2606.28226,Table 1,Table reports without/with CFG following SiT; this row is the with-CFG value for 250k iterations.,DEFAR improves guided SiT-B/4 ImageNet-256 FID under comparable budget.
Exposure Bias Can Alleviate Itself via Directional and Frequency Rectification in Flow Matching,2606.28226,2026-06-26,DEFAR,"SiT-B/4, 500k iterations",flow_matching,SiT,B,vae_latent,VAE-ft-EMA,500k iterations,131,ImageNet-1k,256x256,yes,none,FID,56.39,26.62,0.386,0.594,50,from_scratch,https://arxiv.org/abs/2606.28226,Table 1,Table reports without/with CFG; this row is the without-CFG value for 500k iterations.,DEFAR scales the exposure-bias fix to lower unguided ImageNet-256 FID.
Exposure Bias Can Alleviate Itself via Directional and Frequency Rectification in Flow Matching,2606.28226,2026-06-26,DEFAR,"SiT-B/4, 500k iterations",flow_matching,SiT,B,vae_latent,VAE-ft-EMA,500k iterations,131,ImageNet-1k,256x256,yes,classifier_free,FID,28.34,58.94,0.551,0.524,50,from_scratch,https://arxiv.org/abs/2606.28226,Table 1,Table reports without/with CFG following SiT; this row is the with-CFG value for 500k iterations.,DEFAR gives the best main-table guided SiT-B/4 ImageNet-256 row in the paper.
Parallel Rollout Approximation for Pixel-Space Autoregressive Image Generation,2606.27978,2026-06-26,PRA-S,"pixel-space AR, CFG tuned",autoregressive,Transformer,S,pixel,internal pixel decoder,400,135,ImageNet-1k,256x256,yes,classifier_free,FID,2.58,273.9,,,100,from_scratch,https://arxiv.org/abs/2606.27978,Table 2 / Appendix C,Non-diffusion comparable row; diffusion head uses 100 Euler-Maruyama steps plus final Euler per generated token.,PRA-S makes pixel-space AR competitive at small scale.
Parallel Rollout Approximation for Pixel-Space Autoregressive Image Generation,2606.27978,2026-06-26,PRA-B,"pixel-space AR, CFG tuned",autoregressive,Transformer,B,pixel,internal pixel decoder,400,250,ImageNet-1k,256x256,yes,classifier_free,FID,2.21,276.9,,,100,from_scratch,https://arxiv.org/abs/2606.27978,Table 2 / Appendix C,Non-diffusion comparable row; diffusion head uses 100 Euler-Maruyama steps plus final Euler per generated token.,PRA-B improves pixel-space AR ImageNet-256 FID.
Parallel Rollout Approximation for Pixel-Space Autoregressive Image Generation,2606.27978,2026-06-26,PRA-L,"pixel-space AR, CFG tuned",autoregressive,Transformer,L,pixel,internal pixel decoder,400,511,ImageNet-1k,256x256,yes,classifier_free,FID,1.94,287.3,,,100,from_scratch,https://arxiv.org/abs/2606.27978,Table 2 / Appendix C,Non-diffusion comparable row; diffusion head uses 100 Euler-Maruyama steps plus final Euler per generated token.,PRA-L establishes a strong pixel-space AR ImageNet-256 result.
Optimizing Visual Generative Models via Distribution-wise Rewards,2607.02291,2026-07-02,Distribution-wise Reward,"SiT-XL/2 + rejection sampling finetune, +120 steps",flow_matching,SiT,XL,vae_latent,VAE,+120 training steps,675,ImageNet-1k,256x256,yes,unknown,FID-50K,6.98,,,,250,finetune,https://arxiv.org/abs/2607.02291,Table 1 / Section 4.1,Table 1 reports ImageNet 256x256 FID-50K; Section 4.1 states 250 denoising steps during evaluation. Guidance setting is not explicit.,Distribution-wise reward rejection sampling improves SiT-XL/2 ImageNet-256 FID-50K.
Optimizing Visual Generative Models via Distribution-wise Rewards,2607.02291,2026-07-02,Distribution-wise Reward,"SiT-XL/2 + policy-gradient RL finetune, +450 steps",flow_matching,SiT,XL,vae_latent,VAE,+450 training steps,675,ImageNet-1k,256x256,yes,unknown,FID-50K,5.77,,,,250,finetune,https://arxiv.org/abs/2607.02291,Table 1 / Section 4.1 / Table 3,Table 1 reports ImageNet 256x256 FID-50K; Table 3 confirms the 450-step row reaches 5.77 at 250 denoising steps. Guidance setting is not explicit.,Distribution-wise reward RL improves SiT-XL/2 ImageNet-256 FID-50K to 5.77.
From SRA to Self-Flow: Data Augmentation or Self-Supervision?,2607.02508,2026-07-02,SRA-DTS-AS,"SiT-XL/2, self-representation alignment + dual-timestep Attention Separation, CFG",flow_matching,SiT,XL,vae_latent,Stable Diffusion VAE,4M training steps,675,ImageNet-1k,256x256,yes,classifier_free,FID,1.44,,,,unknown,from_scratch,https://arxiv.org/abs/2607.02508,Table 4,Table 4 reports ImageNet 256x256 with CFG for SiT-XL/2 + ours. Other metric columns were not accepted because PDF text extraction wraps them ambiguously.,Attention Separation plus self-representation alignment reports 1.44 FID on ImageNet-256.
Three-Body Scattering for Generative Modeling,2607.18198,2026-07-20,TBSM,"gamma=0.9 eta=1.0, PixelDiT-XL/16 one-step",pixel_diffusion,DiT,XL,pixel,none,unknown,797,ImageNet-1k,256x256,yes,none,FID,2.23,210.0,,,1,finetune,https://arxiv.org/abs/2607.18198,Table 3 / Section 4.3,"One-step, no CFG; initialized from architecture/resolution-matched multi-step checkpoint; values use 50k samples and training-set reference statistics.",TBSM reports one-step PixelDiT-XL ImageNet-256 FID 2.23 without CFG.
Three-Body Scattering for Generative Modeling,2607.18198,2026-07-20,TBSM,"gamma=0.9 eta=0.9, PixelDiT-XL/16 one-step",pixel_diffusion,DiT,XL,pixel,none,unknown,797,ImageNet-1k,256x256,yes,none,FID,2.23,230.9,,,1,finetune,https://arxiv.org/abs/2607.18198,Table 3 / Section 4.3,"One-step, no CFG; eta changes IS while FID rounds to same value; initialized from multi-step checkpoint.",TBSM keeps PixelDiT-XL at FID 2.23 while improving IS under eta=0.9.
Three-Body Scattering for Generative Modeling,2607.18198,2026-07-20,TBSM,"gamma=0.9 eta=0.9, DiT-XL/2 one-step",latent_diffusion_vae,DiT,XL,vae_latent,SD-VAE,unknown,675,ImageNet-1k,256x256,yes,none,FID,1.63,243.0,,,1,finetune,https://arxiv.org/abs/2607.18198,Table 3 / Section 4.3,One-step latent DiT row; no CFG; initialized from architecture/resolution-matched multi-step checkpoint.,TBSM reports one-step latent DiT-XL/2 ImageNet-256 FID 1.63.
ROMS-IMLE: A Minimalist Approach to Competitive Single-Step Generative Modelling,2607.19332,2026-07-21,ROMS-IMLE,"latent EQ-VAE, no rejection",other,Transformer,unknown,other_latent,EQ-VAE,unknown,310,ImageNet-1k,256x256,yes,none,FID-50k,4.16,,0.77,,1,from_scratch,https://arxiv.org/abs/2607.19332,Table 4,Class-conditional ImageNet 256; paper states no classifier-free guidance; recall is wrapped ambiguously in PDF text and left blank.,ROMS-IMLE reaches one-step ImageNet-256 FID 4.16 without rejection.
ROMS-IMLE: A Minimalist Approach to Competitive Single-Step Generative Modelling,2607.19332,2026-07-21,ROMS-IMLE,latent EQ-VAE + round-trip rejection,other,Transformer,unknown,other_latent,EQ-VAE,unknown,310,ImageNet-1k,256x256,yes,none,FID-50k,2.56,,0.79,,1,from_scratch,https://arxiv.org/abs/2607.19332,Table 4 / Appendix A.1,Round-trip rejection removes roughly 5% of generated samples before computing ImageNet metrics; no classifier-free guidance.,ROMS-IMLE plus round-trip rejection improves one-step ImageNet-256 FID to 2.56.
Twins: Learn to Predict Unified Representations with Focal Loss,2607.22531,2026-07-24,Twins Focal Loss,"SigLIP2-B + Flux.2 VAE unified embedding, VAE decoder, 80 epochs",latent_diffusion_vae,DiT,unknown,other_latent,Twins: SigLIP2-B + Flux.2 VAE,80,unknown,ImageNet-1k,256x256,yes,none,gFID,3.84,184.06,0.75,0.59,unknown,from_scratch,https://arxiv.org/abs/2607.22531,Table 3,Class-conditional ImageNet 256x256; table reports gFID/IS/precision/recall with and without guidance; NFE not stated.,Twins focal loss improves unified-representation DiT ImageNet-256 gFID.
Twins: Learn to Predict Unified Representations with Focal Loss,2607.22531,2026-07-24,Twins Focal Loss,"SigLIP2-B + Flux.2 VAE unified embedding, VAE decoder, 80 epochs",latent_diffusion_vae,DiT,unknown,other_latent,Twins: SigLIP2-B + Flux.2 VAE,80,unknown,ImageNet-1k,256x256,yes,classifier_free,gFID,1.59,245.06,0.76,0.64,unknown,from_scratch,https://arxiv.org/abs/2607.22531,Table 3,Class-conditional ImageNet 256x256; table reports gFID/IS/precision/recall with and without guidance; NFE not stated.,Twins focal loss improves unified-representation DiT ImageNet-256 gFID.
Twins: Learn to Predict Unified Representations with Focal Loss,2607.22531,2026-07-24,Twins Focal Loss,"SigLIP2-B + Flux.2 VAE unified embedding, SigLIP2 decoder, 80 epochs",latent_diffusion_vae,DiT,unknown,other_latent,Twins: SigLIP2-B + Flux.2 VAE,80,unknown,ImageNet-1k,256x256,yes,none,gFID,2.50,205.38,0.81,0.57,unknown,from_scratch,https://arxiv.org/abs/2607.22531,Table 3,Class-conditional ImageNet 256x256; table reports gFID/IS/precision/recall with and without guidance; NFE not stated.,Twins focal loss improves unified-representation DiT ImageNet-256 gFID.
Twins: Learn to Predict Unified Representations with Focal Loss,2607.22531,2026-07-24,Twins Focal Loss,"SigLIP2-B + Flux.2 VAE unified embedding, SigLIP2 decoder, 80 epochs",latent_diffusion_vae,DiT,unknown,other_latent,Twins: SigLIP2-B + Flux.2 VAE,80,unknown,ImageNet-1k,256x256,yes,classifier_free,gFID,1.47,248.95,0.80,0.63,unknown,from_scratch,https://arxiv.org/abs/2607.22531,Table 3,Class-conditional ImageNet 256x256; table reports gFID/IS/precision/recall with and without guidance; NFE not stated.,Twins focal loss improves unified-representation DiT ImageNet-256 gFID.
Signed Rectified Flow: Negativity-Controlled Generation,2607.18516,2026-07-20,Signed RF,"state-aware signed guidance, best-FID sweep",guidance,unknown,unknown,vae_latent,KL-16 autoencoder,unknown,unknown,ImageNet-1k,256x256,yes,other,FID,6.68,229.2,0.750,0.474,4,sampler_only,https://arxiv.org/abs/2607.18516,Figure 6 / Appendix C.2 Table 1,Uses pretrained Rectified Flow ImageNet-256 model; 50K class-balanced samples; adaptive state-aware guidance from density-ratio classifier.,Signed RF improves Rectified Flow ImageNet-256 FID via state-aware signed guidance.
Signed Rectified Flow: Negativity-Controlled Generation,2607.18516,2026-07-20,Signed RF,"state-aware signed guidance, best-FID sweep",guidance,unknown,unknown,vae_latent,KL-16 autoencoder,unknown,unknown,ImageNet-1k,256x256,yes,other,FID,2.65,305.9,0.805,0.570,8,sampler_only,https://arxiv.org/abs/2607.18516,Figure 6 / Appendix C.2 Table 1,Uses pretrained Rectified Flow ImageNet-256 model; 50K class-balanced samples; adaptive state-aware guidance from density-ratio classifier.,Signed RF improves Rectified Flow ImageNet-256 FID via state-aware signed guidance.
Signed Rectified Flow: Negativity-Controlled Generation,2607.18516,2026-07-20,Signed RF,"state-aware signed guidance, best-FID sweep",guidance,unknown,unknown,vae_latent,KL-16 autoencoder,unknown,unknown,ImageNet-1k,256x256,yes,other,FID,1.82,296.8,0.801,0.615,16,sampler_only,https://arxiv.org/abs/2607.18516,Figure 6 / Appendix C.2 Table 1,Uses pretrained Rectified Flow ImageNet-256 model; 50K class-balanced samples; adaptive state-aware guidance from density-ratio classifier.,Signed RF improves Rectified Flow ImageNet-256 FID via state-aware signed guidance.
Signed Rectified Flow: Negativity-Controlled Generation,2607.18516,2026-07-20,Signed RF,"state-aware signed guidance, best-FID sweep",guidance,unknown,unknown,vae_latent,KL-16 autoencoder,unknown,unknown,ImageNet-1k,256x256,yes,other,FID,1.51,288.6,0.800,0.629,32,sampler_only,https://arxiv.org/abs/2607.18516,Figure 6 / Appendix C.2 Table 1,Uses pretrained Rectified Flow ImageNet-256 model; 50K class-balanced samples; adaptive state-aware guidance from density-ratio classifier.,Signed RF improves Rectified Flow ImageNet-256 FID via state-aware signed guidance.
Signed Rectified Flow: Negativity-Controlled Generation,2607.18516,2026-07-20,Signed RF,"state-aware signed guidance, best-FID sweep",guidance,unknown,unknown,vae_latent,KL-16 autoencoder,unknown,unknown,ImageNet-1k,256x256,yes,other,FID,1.41,278.2,0.797,0.627,64,sampler_only,https://arxiv.org/abs/2607.18516,Figure 6 / Appendix C.2 Table 1,Uses pretrained Rectified Flow ImageNet-256 model; 50K class-balanced samples; adaptive state-aware guidance from density-ratio classifier.,Signed RF improves Rectified Flow ImageNet-256 FID via state-aware signed guidance.
DiFA: Inference-Time Forward-Process Alignment for Diffusion Models,2607.17972,2026-07-20,DiFA,"SiT-XL/2 ODE solver, no CFG",flow_solver,SiT,XL,vae_latent,VAE,unknown,675,ImageNet-1k,256x256,yes,none,FID,72.3969,31.8312,0.2905,0.5694,5,sampler_only,https://arxiv.org/abs/2607.17972,Table 13,Preliminary no-CFG validation on SiT-XL/2 with ImageNet 256x256; no extra network evaluations.,DiFA improves no-CFG SiT-XL/2 ImageNet-256 few-step FID.
DiFA: Inference-Time Forward-Process Alignment for Diffusion Models,2607.17972,2026-07-20,DiFA,"SiT-XL/2 ODE solver, no CFG",flow_solver,SiT,XL,vae_latent,VAE,unknown,675,ImageNet-1k,256x256,yes,none,FID,21.5990,91.7977,0.5982,0.6256,10,sampler_only,https://arxiv.org/abs/2607.17972,Table 13,Preliminary no-CFG validation on SiT-XL/2 with ImageNet 256x256; no extra network evaluations.,DiFA improves no-CFG SiT-XL/2 ImageNet-256 few-step FID.
DiFA: Inference-Time Forward-Process Alignment for Diffusion Models,2607.17972,2026-07-20,DiFA,"SiT-XL/2 ODE solver, no CFG",flow_solver,SiT,XL,vae_latent,VAE,unknown,675,ImageNet-1k,256x256,yes,none,FID,10.7515,120.2284,0.6676,0.6694,50,sampler_only,https://arxiv.org/abs/2607.17972,Table 13,Preliminary no-CFG validation on SiT-XL/2 with ImageNet 256x256; no extra network evaluations.,DiFA improves no-CFG SiT-XL/2 ImageNet-256 few-step FID.
